demand_mw,solar_cf,wind_cf
36440.8,0.11695777545135636,0.5246996760228217
41370.8,0.0,0.47195542685665676
60051.5,0.6335518945029112,0.1498036067547808
53343.0,0.23400738332690504,0.4339860661142808
49079.1,0.1295020845960292,0.4032321263033153
33416.1,0.048744650761290795,0.6353775433164176
59559.4,0.15302955167410512,0.4150539484121295
65071.8,0.7039322644039158,0.368550321587966
65446.9,0.6434881628005216,0.2536769976203446
49149.9,0.04870791779161386,0.4925695499679846
29375.0,0.030874061013462635,0.7598363867465618
40881.7,0.0,0.8173112761260357
44380.9,0.21137987400591404,0.43114768198629544
40379.7,0.34558377872059065,0.48637671187056203
57094.2,0.2835968923907653,0.49915421887095385
66516.4,0.6937572318034052,0.15207813679673537
50429.9,0.5106984774184069,0.3893555816776092
58154.0,0.30098995353279334,0.6568804533769125
43988.8,0.32479291788344633,0.4172520236627579
35033.2,0.0,0.46504582509055115
47058.4,0.5662387275699304,0.4703116488431434
44666.6,0.014105460355942475,0.7849708993950515
39668.1,0.6412474516502287,0.3155575943499909
27974.4,0.04429996143038184,0.9547196498370556
36144.8,0.11315591308979375,0.6826648317516748
46749.0,0.6114937462119125,0.5719487370624157
48313.7,0.23198706999467372,0.6622991867121573
36812.2,0.06661524050911896,0.5904412397144413
30107.6,0.030359799437985568,0.6424400546651757
44071.7,0.0,0.6086374800500779
34180.3,0.0,0.8721962594493343
33537.8,0.0,0.7003736727926068
34524.6,0.03585137840468713,0.6506207173370795
40196.0,0.2617224089481514,0.3714747173561933
35740.3,0.0,0.737865191089194
51605.4,0.0,0.010780125576994752
52438.7,0.47010854592539536,0.35492225503407016
57953.3,0.04554888239939758,0.8004912220342708
34112.4,0.1619372968207615,0.6739680992383191
27316.4,0.0,0.33710828865506465
42485.3,0.010542362297279924,0.05693970584019036
34933.3,0.35215898029276177,0.18268872387396426
64518.6,0.7906220728414789,0.1904679988914055
30160.3,0.27369735706283177,0.3022544606592314
48481.3,0.1506970080996198,0.7043110945459062
44628.5,0.03901041379690341,0.37060504410485773
37297.1,0.3403309640567892,0.41783499144662023
34233.6,0.0,0.9406137408373709
56909.1,0.01935827501974397,0.6398501486090006
31480.8,0.0,0.5261332033601881
31429.6,0.08050030304699984,0.6279614285577759
59663.6,0.2709974837915771,0.4624368053365444
56225.1,0.00249784193803148,0.14222502556457084
37490.1,0.0,0.575045156111127
42416.8,0.1706613771190332,0.5916071752821659
62110.8,0.6812312891435708,0.25843630838040077
49841.0,0.04073686337171929,0.4905434979978401
51211.6,0.021598986170036916,0.375488593900819
58784.8,0.28447848366301176,0.5922379273106071
42127.2,0.005583411390893897,0.008295344858893125
54324.2,0.2738993883960549,0.7711134684671769
44257.0,0.0,0.19784588625438418
37873.1,0.027384428894153948,0.5181914619111786
30137.6,0.05544841772733116,0.40700708162504656
35271.7,0.0,0.47874078958685734
30181.5,0.026833434348999943,0.4867398721293615
55634.1,0.2632284607049057,0.5811519825683076
64114.7,0.35256304295920804,0.3014039011057274
64741.4,0.7226477124543134,0.13164559381480737
74189.3,0.023031571987437327,0.07483968385943786
31654.6,0.0679192609326501,0.38100289572522145
45822.0,0.11523132587654049,0.610548849833233
35197.2,0.0,0.6456989401454551
37600.0,0.16526163057652396,0.6665902118753404
41218.3,0.1053317905486069,0.34052008371799647
37338.7,0.0,0.5970450223152421
49637.2,0.050158870093852746,0.39686726492540875
42368.7,0.2560655316179037,0.3831340730334394
27593.3,0.08501845831726265,0.7262631765054426
69560.9,0.15802523555016806,0.009279700297218
45877.9,0.5109556082061455,0.673719621166509
37241.4,0.11888625635939537,0.5594005944360025
48499.4,0.08694693922530167,0.5974559668186206
46673.5,0.0,0.5204851056509647
37430.0,0.1479420353738498,0.2784292363122031
48054.1,0.022627509320991057,0.8272503989984422
46399.7,0.6660238396973204,0.07348261131339774
42258.1,0.41840689110511137,0.3693339831990596
46233.0,0.015538046173342883,0.16433001710675954
35134.1,0.0,0.5915498341886712
45564.2,0.34931217514279944,0.1369783155098101
52598.8,0.03871655003948794,0.47387635348872764
42699.8,0.3413227542380664,0.6063438363102918
42790.9,0.38409829742685553,0.38395596204019605
45726.2,0.0,0.14537878570677676
31032.3,0.031682186346355175,0.532392939400021
57263.5,0.005160982239609161,0.15191567036516718
59528.4,0.5799401252594266,0.3054082208014373
50040.9,0.11315591308979375,0.7686669151447385
47910.2,0.08725916946755562,0.27592534189626994
34684.2,0.0,0.5917600848648183
34523.4,0.0,0.3082370480805069
45685.7,0.08911418443624075,0.8980379789175912
34532.5,0.05445662754605396,0.47369477335932797
33572.7,0.03520855143534079,0.7940785764117855
49068.9,0.0,0.5302904326385504
59383.1,0.13840982974268556,0.31528044573143343
44865.0,0.09961981376384374,0.3720863556868029
34487.1,0.08580821716531672,0.6655962995880998
41152.7,0.2549451760427572,0.5079943041180461
33237.9,0.07756166547284515,0.7534237411240765
31656.0,0.04064503094752696,0.6488622571365769
42784.9,0.16168016603302293,0.516557240746581
47045.6,0.005932374602824765,0.07157124153024264
31271.7,0.022976472532921923,0.6520542446744458
